postalCode,City,State,Region,NeighborhoodType,Diversity,Politics,ageTwentyTwoToThirtyFour,ageThirtyFiveToFiftyFour,ageFiftyFiveToSeventyFour,twoByThreeToFourByFiveBed,twoByThreeBed,fourByFiveBed,bestSchool
02127,"Boston, MA",Massachusetts,Northeast,Urban Apartments / Homes,Somewhat Diverse,Liberal,44%,22%,14%,$919k - $1.18m,"$918,545 ","$1,176,712 ",
02128,"Boston, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,27%,28%,14%,$628k - $756k,"$627,892 ","$756,122 ",
02129,"Charlestown, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,29%,28%,18%,$1.09m - $1.61m,"$1,091,542 ","$1,610,498 ",
02130,"Jamaica Plain, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,31%,26%,19%,$770k - $1.29m,"$770,290 ","$1,294,262 ",
02131,"Roslindale, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,20%,29%,21%,$625k - $842k,"$624,991 ","$842,175 ",
02132,"West Roxbury, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,28%,25%,$666k - $960k,"$665,903 ","$959,753 ",
02134,"Allston, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,62%,13%,8%,$702k - $1.05m,"$701,940 ","$1,048,086 ",
02135,"Brighton, MA",Massachusetts,Northeast,Urban Apartments / Homes,Somewhat Diverse,Liberal,48%,19%,12%,$690k - $1.04m,"$690,178 ","$1,042,116 ",
02136,"Hyde Park, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,17%,29%,20%,$547k - $690k,"$547,260 ","$690,041 ",
02138,"Cambridge, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,30%,17%,14%,$1.29m - $3.32m,"$1,286,903 ","$3,324,713 ",
02139,"Cambridge, MA",Massachusetts,Northeast,Urban Apartments / Homes,Diverse,Liberal,40%,20%,13%,$1.14m - $1.95m,"$1,138,124 ","$1,952,263 ",
02140,"Cambridge, MA",Massachusetts,Northeast,Urban Apartments / Homes,Diverse,Liberal,33%,25%,17%,$1.07m - $2.11m,"$1,066,574 ","$2,112,000 ",
02141,"Cambridge, MA",Massachusetts,Northeast,Urban Apartments / Homes,Diverse,Liberal,43%,21%,15%,$1.11m - $1.44m,"$1,112,645 ","$1,442,456 ",
02143,"Somerville, MA",Massachusetts,Northeast,Urban Apartments / Homes,Somewhat Diverse,Liberal,47%,23%,12%,$947k - $1.29m,"$946,658 ","$1,290,404 ",
02144,"Somerville, MA",Massachusetts,Northeast,Urban Apartments / Homes,Somewhat Diverse,Liberal,51%,21%,14%,$1.01m - $1.51m,"$1,007,913 ","$1,510,541 ",
02145,"Somerville, MA",Massachusetts,Northeast,Urban Apartments / Homes,Diverse,Liberal,33%,28%,15%,$812k - $1.05m,"$811,815 ","$1,049,693 ",
02148,"Malden, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,27%,27%,18%,$570k - $739k,"$570,301 ","$738,707 ",
02149,"Everett, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,22%,29%,16%,$530k - $654k,"$530,106 ","$653,800 ",
02150,"Chelsea, MA",Massachusetts,Northeast,Urban Apartments / Homes,Diverse,Liberal,23%,30%,13%,$484k - $616k,"$483,986 ","$616,080 ",
02151,"Revere, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,19%,29%,21%,$518k - $664k,"$517,656 ","$664,104 ",
02152,"Winthrop, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,16%,28%,28%,$554k - $776k,"$553,917 ","$775,657 ",
02155,"Medford, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,28%,24%,19%,$710k - $951k,"$709,575 ","$951,156 ",
02169,"Quincy, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,25%,27%,22%,$559k - $791k,"$558,678 ","$790,530 ",
02170,"Quincy, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,24%,28%,23%,$624k - $815k,"$623,598 ","$815,261 ",
02171,"Quincy, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,25%,24%,29%,$646k - $828k,"$646,480 ","$827,500 ",
02176,"Melrose, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,17%,29%,22%,$717k - $967k,"$717,201 ","$967,228 ",
02180,"Stoneham, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,16%,29%,25%,$600k - $886k,"$599,756 ","$886,267 ",
02184,"Braintree, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,15%,28%,22%,$582k - $827k,"$581,626 ","$826,966 ",
02186,"Milton, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,12%,27%,20%,$780k - $1.27m,"$780,163 ","$1,268,302 ",
02188,"Weymouth, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,23%,23%,25%,$511k - $671k,"$511,453 ","$671,133 ",
02189,"East Weymouth, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,19%,29%,22%,$487k - $661k,"$487,400 ","$661,267 ",
02190,"South Weymouth, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,16%,29%,25%,$518k - $710k,"$518,271 ","$709,555 ",
02191,"North Weymouth, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,16%,24%,30%,$499k - $638k,"$498,930 ","$637,812 ",
02210,"Boston, MA",Massachusetts,Northeast,Big City Apartments,Somewhat Diverse,Liberal,37%,33%,21%,$3.27m - $4.09m,"$3,270,202 ","$4,086,330 ",
02215,"Boston, MA",Massachusetts,Northeast,Big City Apartments,Diverse,Liberal,31%,9%,6%,$1.13m - $2.24m,"$1,133,219 ","$2,237,024 ",
02301,"Brockton, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,19%,24%,20%,$386k - $529k,"$386,092 ","$529,382 ",
02302,"Brockton, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,19%,26%,20%,$392k - $489k,"$391,984 ","$488,781 ",
02322,"Avon, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,22%,29%,24%,$445k - $584k,"$445,429 ","$583,985 ",
02332,"Duxbury, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,9%,29%,26%,$677k - $1.26m,"$676,959 ","$1,259,480 ",Yes
02333,"East Bridgewater, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,16%,25%,23%,$451k - $635k,"$450,825 ","$635,093 ",
02338,"Halifax, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,16%,29%,22%,$425k - $629k,"$424,636 ","$629,060 ",
02339,"Hanover, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,11%,29%,24%,$619k - $893k,"$618,753 ","$892,664 ",
02341,"Hanson, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,14%,28%,28%,$471k - $642k,"$471,203 ","$641,728 ",
02343,"Holbrook, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,12%,30%,22%,$429k - $562k,"$428,672 ","$562,109 ",
02351,"Abington, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,18%,28%,25%,$470k - $660k,"$469,576 ","$659,640 ",
02356,"North Easton, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,30%,22%,$522k - $897k,"$522,223 ","$897,496 ",
02359,"Pembroke, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,14%,29%,24%,$488k - $750k,"$488,102 ","$750,340 ",
02368,"Randolph, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,18%,26%,25%,$451k - $593k,"$450,849 ","$593,023 ",
02370,"Rockland, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,17%,29%,23%,$437k - $583k,"$437,478 ","$583,394 ",
02375,"South Easton, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,15%,31%,21%,$447k - $746k,"$447,248 ","$745,826 ",
02379,"West Bridgewater, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,13%,26%,25%,$456k - $613k,"$456,220 ","$613,198 ",
02382,"Whitman, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,16%,28%,21%,$448k - $560k,"$447,791 ","$559,655 ",
02420,"Lexington, MA",Massachusetts,Northeast,Suburban Yards,Diverse,Liberal,7%,31%,24%,$932k - $1.83m,"$931,581 ","$1,828,895 ",Yes
02421,"Lexington, MA",Massachusetts,Northeast,Suburban Yards,Diverse,Liberal,8%,33%,23%,$1.04m - $1.78m,"$1,042,871 ","$1,777,411 ",Yes
02445,"Brookline, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,24%,26%,20%,$1.13m - $2.72m,"$1,128,685 ","$2,720,958 ",Yes
02446,"Brookline, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,32%,21%,18%,$1.26m - $2.52m,"$1,259,163 ","$2,521,169 ",
02451,"Waltham, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,27%,27%,20%,$673k - $893k,"$673,492 ","$892,721 ",
02452,"Waltham, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,21%,19%,20%,$740k - $1.03m,"$740,483 ","$1,030,631 ",
02453,"Waltham, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,28%,23%,17%,$694k - $873k,"$693,889 ","$873,063 ",
02458,"Newton, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,19%,30%,19%,$879k - $1.77m,"$878,667 ","$1,773,946 ",
02459,"Newton Center, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,8%,26%,24%,$1.20m - $1.97m,"$1,199,705 ","$1,965,572 ",
02460,"Newtonville, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,28%,22%,$894k - $1.60m,"$894,084 ","$1,595,238 ",Yes
02461,"Newton Highlands, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,12%,29%,26%,$1.03m - $1.69m,"$1,025,767 ","$1,685,003 ",
02462,"Newton Lower Falls, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,9%,22%,31%,$912k - $1.63m,"$911,750 ","$1,627,585 ",
02464,"Newton Upper Falls, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,20%,29%,26%,$849k - $1.37m,"$849,417 ","$1,365,751 ",
02465,"West Newton, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,10%,31%,22%,$897k - $2.04m,"$896,667 ","$2,043,518 ",
02466,"Auburndale, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,12%,25%,19%,$938k - $1.58m,"$937,621 ","$1,582,220 ",
02467,"Chestnut Hill, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,17%,17%,$1.12m - $2.51m,"$1,118,559 ","$2,506,417 ",
02468,"Waban, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,9%,28%,30%,$1.42m - $2.09m,"$1,422,672 ","$2,087,790 ",
02472,"Watertown, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,25%,27%,22%,$735k - $1.05m,"$735,281 ","$1,045,532 ",
02474,"Arlington, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,18%,31%,19%,$850k - $1.21m,"$849,882 ","$1,210,284 ",Yes
02476,"Arlington, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,12%,30%,27%,$827k - $1.29m,"$827,168 ","$1,288,652 ",
02478,"Belmont, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,14%,29%,21%,$1.01m - $1.83m,"$1,012,497 ","$1,830,553 ",Yes
02481,"Wellesley Hills, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,7%,27%,18%,$1.14m - $2.15m,"$1,135,756 ","$2,147,070 ",Yes
02482,"Wellesley, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,9%,27%,22%,$1.09m - $1.97m,"$1,093,511 ","$1,966,517 ",Yes
02492,"Needham, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Liberal,8%,28%,25%,$1.06m - $1.77m,"$1,058,756 ","$1,771,284 ",
02493,"Weston, MA",Massachusetts,Northeast,Suburban Yards,Somewhat Diverse,Liberal,7%,24%,23%,$1.07m - $2.16m,"$1,072,005 ","$2,160,505 ",Yes
02494,"Needham Heights, MA",Massachusetts,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,9%,29%,22%,$960k - $1.58m,"$960,167 ","$1,583,657 ",Yes
02703,"Attleboro, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,15%,30%,22%,$401k - $555k,"$401,215 ","$555,156 ",
02760,"North Attleboro, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,16%,31%,21%,$413k - $661k,"$412,724 ","$660,604 ",
02762,"Plainville, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,16%,32%,22%,$435k - $686k,"$435,334 ","$686,100 ",
02763,"Attleboro Falls, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,25%,23%,21%,$438k - $635k,"$438,438 ","$635,105 ",
02766,"Norton, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,27%,23%,$435k - $650k,"$434,907 ","$649,974 ",
02769,"Rehoboth, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,14%,29%,24%,$491k - $681k,"$490,634 ","$680,967 ",
02771,"Seekonk, MA",Massachusetts,Northeast,Suburban Yards,Not Very Diverse,Moderate,12%,30%,27%,$429k - $617k,"$429,013 ","$616,617 ",
02806,"Barrington, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,9%,30%,24%,$466k - $922k,"$465,898 ","$921,637 ",Yes
02816,"Coventry, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,15%,29%,25%,$333k - $446k,"$332,892 ","$445,839 ",
02817,"West Greenwich, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,9%,32%,30%,$402k - $551k,"$402,189 ","$550,558 ",
02818,"East Greenwich, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,11%,26%,30%,$415k - $811k,"$414,713 ","$810,660 ",Yes
02828,"Greenville, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,11%,27%,27%,$361k - $510k,"$361,112 ","$510,337 ",
02831,"Hope, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,29%,23%,$407k - $527k,"$407,150 ","$527,088 ",
02838,"Manville, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,20%,27%,13%,$320k - $446k,"$319,643 ","$445,646 ",
02852,"North Kingstown, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,26%,29%,$438k - $692k,"$438,261 ","$692,259 ",
02860,"Pawtucket, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,22%,28%,19%,$285k - $369k,"$285,151 ","$369,233 ",
02861,"Pawtucket, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,21%,28%,23%,$306k - $362k,"$306,469 ","$362,474 ",
02863,"Central Falls, RI",Rhode Island,Northeast,Urban Apartments / Homes,Diverse,Liberal,23%,26%,13%,$281k - $314k,"$280,676 ","$314,395 ",
02864,"Cumberland, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,14%,29%,24%,$385k - $592k,"$385,441 ","$592,164 ",Yes
02865,"Lincoln, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,14%,26%,23%,$378k - $668k,"$378,259 ","$668,301 ",
02876,"Slatersville, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,38%,13%,15%,$413k - $420k,"$413,183 ","$420,301 ",
02885,"Warren, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,16%,27%,29%,$366k - $462k,"$366,126 ","$462,294 ",
02886,"Warwick, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Moderate,16%,26%,24%,$317k - $480k,"$317,413 ","$480,356 ",
02888,"Warwick, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Moderate,18%,27%,26%,$318k - $398k,"$318,152 ","$397,945 ",
02889,"Warwick, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Moderate,17%,27%,27%,$310k - $402k,"$309,981 ","$401,698 ",
02893,"West Warwick, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Moderate,20%,26%,23%,$295k - $349k,"$294,810 ","$349,403 ",
02895,"Woonsocket, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,25%,21%,$287k - $338k,"$287,484 ","$337,952 ",
02903,"Providence, RI",Rhode Island,Northeast,Urban Apartments / Homes,Diverse,Liberal,27%,16%,19%,$406k - $537k,"$405,786 ","$537,235 ",
02904,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,19%,23%,24%,$315k - $388k,"$315,160 ","$388,466 ",
02905,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,20%,22%,19%,$305k - $373k,"$305,088 ","$372,811 ",
02906,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,29%,19%,16%,$491k - $930k,"$490,961 ","$929,797 ",
02907,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,24%,28%,11%,$278k - $340k,"$278,067 ","$339,800 ",
02908,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,21%,24%,15%,$299k - $358k,"$299,037 ","$357,952 ",
02909,"Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Diverse,Liberal,24%,27%,14%,$275k - $337k,"$274,897 ","$337,083 ",
02910,"Cranston, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,21%,26%,22%,$308k - $353k,"$307,999 ","$352,615 ",
02911,"North Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,21%,27%,21%,$318k - $400k,"$318,499 ","$400,051 ",
02914,"East Providence, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,22%,24%,22%,$323k - $369k,"$322,729 ","$368,981 ",
02915,"Riverside, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,20%,26%,26%,$326k - $400k,"$325,875 ","$399,807 ",
02916,"Rumford, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Liberal,16%,29%,23%,$350k - $493k,"$349,527 ","$492,956 ",
02917,"Smithfield, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,13%,23%,23%,$387k - $529k,"$387,008 ","$529,320 ",
02919,"Johnston, RI",Rhode Island,Northeast,Suburban Yards,Not Very Diverse,Liberal,17%,27%,25%,$323k - $405k,"$322,996 ","$405,267 ",
02920,"Cranston, RI",Rhode Island,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,19%,26%,23%,$342k - $409k,"$342,322 ","$408,942 ",
02921,"Cranston, RI",Rhode Island,Northeast,Suburban Yards,Somewhat Diverse,Liberal,16%,25%,27%,$435k - $655k,"$435,399 ","$654,986 ",
03031,"Amherst, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,11%,28%,28%,$435k - $641k,"$435,438 ","$640,834 ",
03033,"Brookline, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,30%,23%,$441k - $602k,"$440,761 ","$601,673 ",Yes
03045,"Goffstown, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,14%,30%,22%,$373k - $504k,"$372,649 ","$503,531 ",
03049,"Hollis, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,8%,30%,30%,$482k - $804k,"$482,212 ","$804,233 ",Yes
03051,"Hudson, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,15%,29%,23%,$397k - $534k,"$397,021 ","$534,040 ",
03052,"Litchfield, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,31%,23%,$458k - $594k,"$457,902 ","$593,881 ",
03053,"Londonderry, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,30%,26%,$385k - $604k,"$385,469 ","$603,965 ",
03054,"Merrimack, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,15%,29%,25%,$368k - $541k,"$368,410 ","$541,217 ",
03055,"Milford, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,12%,32%,23%,$361k - $475k,"$361,236 ","$474,935 ",
03060,"Nashua, NH",New Hampshire,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,23%,27%,20%,$354k - $440k,"$354,002 ","$440,237 ",
03062,"Nashua, NH",New Hampshire,Northeast,Suburban Yards,Somewhat Diverse,Moderate,17%,27%,27%,$381k - $556k,"$381,457 ","$555,541 ",
03063,"Nashua, NH",New Hampshire,Northeast,Suburban Yards,Somewhat Diverse,Moderate,20%,27%,22%,$359k - $518k,"$358,820 ","$517,817 ",
03064,"Nashua, NH",New Hampshire,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Moderate,18%,26%,24%,$390k - $514k,"$389,745 ","$513,624 ",
03076,"Pelham, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,13%,30%,24%,$472k - $619k,"$472,006 ","$618,683 ",
03079,"Salem, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,17%,27%,25%,$437k - $631k,"$437,172 ","$631,231 ",
03087,"Windham, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,11%,32%,22%,$528k - $912k,"$528,484 ","$912,023 ",Yes
03102,"Manchester, NH",New Hampshire,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,24%,23%,19%,$318k - $395k,"$317,694 ","$395,399 ",
03103,"Manchester, NH",New Hampshire,Northeast,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,24%,27%,18%,$315k - $381k,"$314,610 ","$381,396 ",
03104,"Manchester, NH",New Hampshire,Northeast,Small Lawn Neighborhoods,Not Very Diverse,Moderate,24%,24%,22%,$337k - $488k,"$336,970 ","$488,216 ",
03109,"Manchester, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,18%,31%,21%,$344k - $424k,"$344,491 ","$423,610 ",
03110,"Bedford, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,12%,28%,26%,$478k - $809k,"$477,649 ","$808,972 ",Yes
03801,"Portsmouth, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,24%,27%,22%,$593k - $972k,"$592,758 ","$971,886 ",
03820,"Dover, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,27%,24%,21%,$355k - $527k,"$355,089 ","$527,435 ",
03823,"Madbury, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,14%,33%,17%,$457k - $708k,"$457,364 ","$708,395 ",Yes
03824,"Durham, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,12%,10%,10%,$437k - $565k,"$436,979 ","$564,862 ",Yes
03840,"Greenland, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,14%,29%,27%,$532k - $863k,"$531,565 ","$862,843 ",
03856,"Newfields, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,7%,35%,23%,$519k - $865k,"$518,541 ","$864,738 ",
03857,"Newmarket, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,29%,25%,22%,$384k - $563k,"$384,061 ","$563,456 ",
03862,"North Hampton, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,10%,25%,35%,$547k - $1.20m,"$546,668 ","$1,204,767 ",
03869,"Rollinsford, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,19%,25%,28%,$343k - $481k,"$343,175 ","$480,801 ",
03870,"Rye, NH",New Hampshire,Northeast,Suburban Yards,Not Very Diverse,Moderate,9%,24%,35%,$873k - $1.44m,"$872,713 ","$1,438,071 ",Yes
