TaxType,State,Deduction,RangeMin,RangeMax,RangeTax,LocalTax,Tax
,,,,,,80236,0.00%
,,,,,,80237,0.00%
,,,,,,80238,0.00%
,,,,,,80239,0.00%
,,,,,,80241,0.00%
,,,,,,80246,0.00%
,,,,,,80247,0.00%
,,,,,,80249,0.00%
,,,,,,80260,0.00%
,,,,,,80301,0.00%
,,,,,,80302,0.00%
,,,,,,80303,0.00%
,,,,,,80304,0.00%
,,,,,,80305,0.00%
,,,,,,80401,0.00%
,,,,,,80403,0.00%
,,,,,,80453,0.00%
,,,,,,80454,0.00%
,,,,,,80457,0.00%
,,,,,,80465,0.00%
,,,,,,80501,0.00%
,,,,,,80503,0.00%
,,,,,,80504,0.00%
,,,,,,80514,0.00%
,,,,,,80516,0.00%
,,,,,,80520,0.00%
,,,,,,80530,0.00%
,,,,,,80534,0.00%
,,,,,,80542,0.00%
,,,,,,80543,0.00%
,,,,,,80602,0.00%
,,,,,,80620,0.00%
,,,,,,80623,0.00%
,,,,,,80631,0.00%
,,,,,,80640,0.00%
,,,,,,80645,0.00%
,,,,,,83605,0.00%
,,,,,,83607,0.00%
,,,,,,83616,0.00%
,,,,,,83634,0.00%
,,,,,,83642,0.00%
,,,,,,83644,0.00%
,,,,,,83646,0.00%
,,,,,,83651,0.00%
,,,,,,83669,0.00%
,,,,,,83686,0.00%
,,,,,,83687,0.00%
,,,,,,83702,0.00%
,,,,,,83703,0.00%
,,,,,,83704,0.00%
,,,,,,83705,0.00%
,,,,,,83706,0.00%
,,,,,,83709,0.00%
,,,,,,83712,0.00%
,,,,,,83713,0.00%
,,,,,,83714,0.00%
,,,,,,84003,0.00%
,,,,,,84004,0.00%
,,,,,,84005,0.00%
,,,,,,84006,0.00%
,,,,,,84010,0.00%
,,,,,,84014,0.00%
,,,,,,84015,0.00%
,,,,,,84020,0.00%
,,,,,,84025,0.00%
,,,,,,84040,0.00%
,,,,,,84041,0.00%
,,,,,,84042,0.00%
,,,,,,84043,0.00%
,,,,,,84044,0.00%
,,,,,,84045,0.00%
,,,,,,84047,0.00%
,,,,,,84054,0.00%
,,,,,,84057,0.00%
,,,,,,84060,0.00%
,,,,,,84062,0.00%
,,,,,,84065,0.00%
,,,,,,84067,0.00%
,,,,,,84070,0.00%
,,,,,,84075,0.00%
,,,,,,84081,0.00%
,,,,,,84084,0.00%
,,,,,,84087,0.00%
,,,,,,84088,0.00%
,,,,,,84092,0.00%
,,,,,,84093,0.00%
,,,,,,84094,0.00%
,,,,,,84095,0.00%
,,,,,,84096,0.00%
,,,,,,84098,0.00%
,,,,,,84101,0.00%
,,,,,,84102,0.00%
,,,,,,84103,0.00%
,,,,,,84104,0.00%
,,,,,,84105,0.00%
,,,,,,84106,0.00%
,,,,,,84107,0.00%
,,,,,,84108,0.00%
,,,,,,84109,0.00%
,,,,,,84111,0.00%
,,,,,,84115,0.00%
,,,,,,84116,0.00%
,,,,,,84117,0.00%
,,,,,,84118,0.00%
,,,,,,84119,0.00%
,,,,,,84120,0.00%
,,,,,,84121,0.00%
,,,,,,84123,0.00%
,,,,,,84124,0.00%
,,,,,,84128,0.00%
,,,,,,84315,0.00%
,,,,,,84401,0.00%
,,,,,,84403,0.00%
,,,,,,84404,0.00%
,,,,,,84405,0.00%
,,,,,,84414,0.00%
,,,,,,85003,0.00%
,,,,,,85004,0.00%
,,,,,,85006,0.00%
,,,,,,85007,0.00%
,,,,,,85008,0.00%
,,,,,,85009,0.00%
,,,,,,85012,0.00%
,,,,,,85013,0.00%
,,,,,,85014,0.00%
,,,,,,85015,0.00%
,,,,,,85016,0.00%
,,,,,,85017,0.00%
,,,,,,85018,0.00%
,,,,,,85019,0.00%
,,,,,,85020,0.00%
,,,,,,85021,0.00%
,,,,,,85022,0.00%
,,,,,,85023,0.00%
,,,,,,85024,0.00%
,,,,,,85027,0.00%
,,,,,,85028,0.00%
,,,,,,85029,0.00%
,,,,,,85031,0.00%
,,,,,,85032,0.00%
,,,,,,85033,0.00%
,,,,,,85034,0.00%
,,,,,,85035,0.00%
,,,,,,85037,0.00%
,,,,,,85040,0.00%
,,,,,,85041,0.00%
,,,,,,85042,0.00%
,,,,,,85043,0.00%
,,,,,,85044,0.00%
,,,,,,85045,0.00%
,,,,,,85048,0.00%
,,,,,,85050,0.00%
,,,,,,85051,0.00%
,,,,,,85053,0.00%
,,,,,,85054,0.00%
,,,,,,85083,0.00%
,,,,,,85085,0.00%
,,,,,,85086,0.00%
,,,,,,85119,0.00%
,,,,,,85120,0.00%
,,,,,,85138,0.00%
,,,,,,85139,0.00%
,,,,,,85140,0.00%
,,,,,,85142,0.00%
,,,,,,85143,0.00%
,,,,,,85201,0.00%
,,,,,,85202,0.00%
,,,,,,85203,0.00%
,,,,,,85204,0.00%
,,,,,,85205,0.00%
,,,,,,85206,0.00%
,,,,,,85207,0.00%
,,,,,,85208,0.00%
,,,,,,85209,0.00%
,,,,,,85210,0.00%
,,,,,,85212,0.00%
,,,,,,85213,0.00%
,,,,,,85215,0.00%
,,,,,,85224,0.00%
,,,,,,85225,0.00%
,,,,,,85226,0.00%
,,,,,,85233,0.00%
,,,,,,85234,0.00%
,,,,,,85248,0.00%
,,,,,,85249,0.00%
,,,,,,85250,0.00%
,,,,,,85251,0.00%
,,,,,,85253,0.00%
,,,,,,85254,0.00%
,,,,,,85255,0.00%
,,,,,,85257,0.00%
,,,,,,85258,0.00%
,,,,,,85259,0.00%
,,,,,,85260,0.00%
,,,,,,85262,0.00%
,,,,,,85264,0.00%
,,,,,,85266,0.00%
,,,,,,85268,0.00%
,,,,,,85281,0.00%
,,,,,,85282,0.00%
,,,,,,85283,0.00%
,,,,,,85284,0.00%
,,,,,,85286,0.00%
,,,,,,85295,0.00%
,,,,,,85296,0.00%
,,,,,,85297,0.00%
,,,,,,85298,0.00%
,,,,,,85301,0.00%
,,,,,,85303,0.00%
,,,,,,85304,0.00%
,,,,,,85305,0.00%
,,,,,,85306,0.00%
,,,,,,85307,0.00%
,,,,,,85308,0.00%
,,,,,,85310,0.00%
,,,,,,85323,0.00%
,,,,,,85331,0.00%
,,,,,,85335,0.00%
,,,,,,85338,0.00%
,,,,,,85339,0.00%
,,,,,,85340,0.00%
,,,,,,85345,0.00%
,,,,,,85351,0.00%
,,,,,,85353,0.00%
,,,,,,85355,0.00%
,,,,,,85363,0.00%
,,,,,,85373,0.00%
,,,,,,85374,0.00%
,,,,,,85375,0.00%
,,,,,,85377,0.00%
,,,,,,85379,0.00%
,,,,,,85381,0.00%
,,,,,,85382,0.00%
,,,,,,85383,0.00%
,,,,,,85387,0.00%
,,,,,,85388,0.00%
,,,,,,85392,0.00%
,,,,,,85395,0.00%
,,,,,,85396,0.00%
,,,,,,87008,0.00%
,,,,,,87043,0.00%
,,,,,,87048,0.00%
,,,,,,87102,0.00%
,,,,,,87104,0.00%
,,,,,,87105,0.00%
,,,,,,87106,0.00%
,,,,,,87107,0.00%
,,,,,,87108,0.00%
,,,,,,87109,0.00%
,,,,,,87110,0.00%
,,,,,,87111,0.00%
,,,,,,87112,0.00%
,,,,,,87113,0.00%
,,,,,,87114,0.00%
,,,,,,87120,0.00%
,,,,,,87121,0.00%
,,,,,,87122,0.00%
,,,,,,87123,0.00%
,,,,,,87124,0.00%
,,,,,,87144,0.00%
,,,,,,89002,0.00%
,,,,,,89004,0.00%
,,,,,,89011,0.00%
,,,,,,89012,0.00%
,,,,,,89014,0.00%
,,,,,,89015,0.00%
,,,,,,89030,0.00%
,,,,,,89031,0.00%
,,,,,,89032,0.00%
,,,,,,89044,0.00%
,,,,,,89052,0.00%
,,,,,,89074,0.00%
,,,,,,89081,0.00%
,,,,,,89084,0.00%
,,,,,,89085,0.00%
,,,,,,89086,0.00%
,,,,,,89101,0.00%
,,,,,,89102,0.00%
,,,,,,89103,0.00%
,,,,,,89104,0.00%
,,,,,,89106,0.00%
,,,,,,89107,0.00%
,,,,,,89108,0.00%
,,,,,,89109,0.00%
,,,,,,89110,0.00%
,,,,,,89113,0.00%
,,,,,,89115,0.00%
,,,,,,89117,0.00%
,,,,,,89118,0.00%
,,,,,,89119,0.00%
,,,,,,89120,0.00%
,,,,,,89121,0.00%
,,,,,,89122,0.00%
,,,,,,89123,0.00%
,,,,,,89128,0.00%
,,,,,,89129,0.00%
,,,,,,89130,0.00%
,,,,,,89131,0.00%
,,,,,,89134,0.00%
,,,,,,89135,0.00%
,,,,,,89138,0.00%
,,,,,,89139,0.00%
,,,,,,89141,0.00%
,,,,,,89142,0.00%
,,,,,,89143,0.00%
,,,,,,89144,0.00%
,,,,,,89145,0.00%
,,,,,,89146,0.00%
,,,,,,89147,0.00%
,,,,,,89148,0.00%
,,,,,,89149,0.00%
,,,,,,89156,0.00%
,,,,,,89161,0.00%
,,,,,,89166,0.00%
,,,,,,89169,0.00%
,,,,,,89178,0.00%
,,,,,,89183,0.00%
,,,,,,89411,0.00%
,,,,,,89413,0.00%
,,,,,,89423,0.00%
,,,,,,89431,0.00%
,,,,,,89433,0.00%
,,,,,,89434,0.00%
,,,,,,89436,0.00%
,,,,,,89439,0.00%
,,,,,,89441,0.00%
,,,,,,89448,0.00%
,,,,,,89501,0.00%
,,,,,,89502,0.00%
,,,,,,89503,0.00%
,,,,,,89506,0.00%
,,,,,,89509,0.00%
,,,,,,89511,0.00%
,,,,,,89512,0.00%
,,,,,,89519,0.00%
,,,,,,89521,0.00%
,,,,,,89523,0.00%
,,,,,,89701,0.00%
,,,,,,89703,0.00%
,,,,,,89705,0.00%
,,,,,,89706,0.00%
,,,,,,90001,0.00%
,,,,,,90002,0.00%
,,,,,,90003,0.00%
,,,,,,90004,0.00%
,,,,,,90005,0.00%
,,,,,,90006,0.00%
,,,,,,90007,0.00%
,,,,,,90008,0.00%
,,,,,,90011,0.00%
,,,,,,90012,0.00%
,,,,,,90015,0.00%
,,,,,,90016,0.00%
,,,,,,90017,0.00%
,,,,,,90018,0.00%
,,,,,,90019,0.00%
,,,,,,90020,0.00%
,,,,,,90021,0.00%
,,,,,,90022,0.00%
,,,,,,90023,0.00%
,,,,,,90024,0.00%
,,,,,,90025,0.00%
,,,,,,90026,0.00%
,,,,,,90027,0.00%
,,,,,,90028,0.00%
,,,,,,90029,0.00%
,,,,,,90031,0.00%
,,,,,,90032,0.00%
,,,,,,90033,0.00%
,,,,,,90034,0.00%
,,,,,,90035,0.00%
,,,,,,90036,0.00%
,,,,,,90037,0.00%
,,,,,,90038,0.00%
,,,,,,90039,0.00%
,,,,,,90040,0.00%
,,,,,,90041,0.00%
,,,,,,90042,0.00%
,,,,,,90043,0.00%
,,,,,,90044,0.00%
,,,,,,90045,0.00%
,,,,,,90046,0.00%
,,,,,,90047,0.00%
,,,,,,90048,0.00%
,,,,,,90049,0.00%
,,,,,,90056,0.00%
,,,,,,90057,0.00%
,,,,,,90058,0.00%
,,,,,,90059,0.00%
,,,,,,90061,0.00%
,,,,,,90062,0.00%
,,,,,,90063,0.00%
,,,,,,90064,0.00%
,,,,,,90065,0.00%
,,,,,,90066,0.00%
,,,,,,90067,0.00%
,,,,,,90068,0.00%
,,,,,,90069,0.00%
,,,,,,90077,0.00%
,,,,,,90094,0.00%
,,,,,,90201,0.00%
,,,,,,90210,0.00%
,,,,,,90211,0.00%
,,,,,,90212,0.00%
,,,,,,90220,0.00%
,,,,,,90221,0.00%
,,,,,,90222,0.00%
,,,,,,90230,0.00%
,,,,,,90232,0.00%
,,,,,,90240,0.00%
,,,,,,90241,0.00%
,,,,,,90242,0.00%
,,,,,,90245,0.00%
,,,,,,90247,0.00%
,,,,,,90248,0.00%
,,,,,,90249,0.00%
,,,,,,90250,0.00%
,,,,,,90254,0.00%
,,,,,,90255,0.00%
,,,,,,90260,0.00%
,,,,,,90262,0.00%
,,,,,,90265,0.00%
,,,,,,90266,0.00%
,,,,,,90270,0.00%
,,,,,,90272,0.00%
,,,,,,90274,0.00%
,,,,,,90275,0.00%
,,,,,,90277,0.00%
,,,,,,90278,0.00%
,,,,,,90280,0.00%
,,,,,,90291,0.00%
,,,,,,90292,0.00%
,,,,,,90293,0.00%
,,,,,,90301,0.00%
,,,,,,90302,0.00%
,,,,,,90303,0.00%
,,,,,,90304,0.00%
,,,,,,90305,0.00%
,,,,,,90401,0.00%
,,,,,,90402,0.00%
,,,,,,90403,0.00%
,,,,,,90404,0.00%
,,,,,,90405,0.00%
,,,,,,90501,0.00%
,,,,,,90502,0.00%
,,,,,,90503,0.00%
,,,,,,90504,0.00%
,,,,,,90505,0.00%
,,,,,,90601,0.00%
,,,,,,90602,0.00%
,,,,,,90603,0.00%
,,,,,,90604,0.00%
,,,,,,90605,0.00%
,,,,,,90606,0.00%
,,,,,,90620,0.00%
,,,,,,90621,0.00%
,,,,,,90623,0.00%
,,,,,,90630,0.00%
,,,,,,90631,0.00%
,,,,,,90638,0.00%
,,,,,,90640,0.00%
,,,,,,90650,0.00%
,,,,,,90660,0.00%
,,,,,,90670,0.00%
,,,,,,90680,0.00%
,,,,,,90701,0.00%
,,,,,,90703,0.00%
,,,,,,90706,0.00%
,,,,,,90710,0.00%
,,,,,,90712,0.00%
,,,,,,90713,0.00%
,,,,,,90715,0.00%
,,,,,,90716,0.00%
,,,,,,90717,0.00%
,,,,,,90720,0.00%
,,,,,,90723,0.00%
,,,,,,90731,0.00%
,,,,,,90732,0.00%
,,,,,,90740,0.00%
,,,,,,90742,0.00%
,,,,,,90743,0.00%
,,,,,,90744,0.00%
,,,,,,90745,0.00%
,,,,,,90746,0.00%
,,,,,,90755,0.00%
,,,,,,90802,0.00%
,,,,,,90803,0.00%
,,,,,,90804,0.00%
,,,,,,90805,0.00%
,,,,,,90806,0.00%
,,,,,,90807,0.00%
,,,,,,90808,0.00%
,,,,,,90810,0.00%
,,,,,,90813,0.00%
,,,,,,90814,0.00%
,,,,,,90815,0.00%
,,,,,,91001,0.00%
,,,,,,91006,0.00%
,,,,,,91007,0.00%
,,,,,,91008,0.00%
,,,,,,91010,0.00%
,,,,,,91011,0.00%
,,,,,,91016,0.00%
,,,,,,91020,0.00%
,,,,,,91024,0.00%
,,,,,,91030,0.00%
,,,,,,91040,0.00%
,,,,,,91042,0.00%
,,,,,,91101,0.00%
,,,,,,91103,0.00%
,,,,,,91104,0.00%
,,,,,,91105,0.00%
,,,,,,91106,0.00%
,,,,,,91107,0.00%
,,,,,,91108,0.00%
,,,,,,91201,0.00%
,,,,,,91202,0.00%
,,,,,,91203,0.00%
,,,,,,91204,0.00%
,,,,,,91205,0.00%
,,,,,,91206,0.00%
,,,,,,91207,0.00%
,,,,,,91208,0.00%
,,,,,,91214,0.00%
,,,,,,91301,0.00%
,,,,,,91302,0.00%
,,,,,,91303,0.00%
,,,,,,91304,0.00%
,,,,,,91306,0.00%
,,,,,,91307,0.00%
,,,,,,91311,0.00%
,,,,,,91316,0.00%
,,,,,,91320,0.00%
,,,,,,91321,0.00%
,,,,,,91324,0.00%
,,,,,,91325,0.00%
,,,,,,91326,0.00%
,,,,,,91331,0.00%
,,,,,,91335,0.00%
,,,,,,91340,0.00%
,,,,,,91342,0.00%
,,,,,,91343,0.00%
,,,,,,91344,0.00%
,,,,,,91345,0.00%
,,,,,,91350,0.00%
,,,,,,91351,0.00%
,,,,,,91352,0.00%
,,,,,,91354,0.00%
,,,,,,91355,0.00%
,,,,,,91356,0.00%
,,,,,,91360,0.00%
,,,,,,91361,0.00%
,,,,,,91362,0.00%
,,,,,,91364,0.00%
,,,,,,91367,0.00%
,,,,,,91377,0.00%
,,,,,,91381,0.00%
,,,,,,91384,0.00%
,,,,,,91387,0.00%
,,,,,,91390,0.00%
,,,,,,91401,0.00%
,,,,,,91402,0.00%
,,,,,,91403,0.00%
,,,,,,91405,0.00%
,,,,,,91406,0.00%
,,,,,,91411,0.00%
,,,,,,91423,0.00%
,,,,,,91436,0.00%
,,,,,,91501,0.00%
,,,,,,91502,0.00%
,,,,,,91504,0.00%
,,,,,,91505,0.00%
,,,,,,91506,0.00%
,,,,,,91601,0.00%
,,,,,,91602,0.00%
,,,,,,91604,0.00%
,,,,,,91605,0.00%
,,,,,,91606,0.00%
,,,,,,91607,0.00%
,,,,,,91701,0.00%
,,,,,,91702,0.00%
,,,,,,91706,0.00%
,,,,,,91708,0.00%
,,,,,,91709,0.00%
,,,,,,91710,0.00%
,,,,,,91711,0.00%
,,,,,,91722,0.00%
,,,,,,91723,0.00%
,,,,,,91724,0.00%
,,,,,,91730,0.00%
,,,,,,91731,0.00%
,,,,,,91732,0.00%
,,,,,,91733,0.00%
,,,,,,91737,0.00%
,,,,,,91739,0.00%
,,,,,,91740,0.00%
,,,,,,91741,0.00%
,,,,,,91744,0.00%
,,,,,,91745,0.00%
,,,,,,91746,0.00%
,,,,,,91748,0.00%
,,,,,,91750,0.00%
,,,,,,91752,0.00%
,,,,,,91754,0.00%
,,,,,,91755,0.00%
,,,,,,91759,0.00%
,,,,,,91761,0.00%
,,,,,,91762,0.00%
,,,,,,91763,0.00%
,,,,,,91764,0.00%
,,,,,,91765,0.00%
,,,,,,91766,0.00%
,,,,,,91767,0.00%
,,,,,,91768,0.00%
,,,,,,91770,0.00%
,,,,,,91773,0.00%
,,,,,,91775,0.00%
,,,,,,91776,0.00%
,,,,,,91780,0.00%
,,,,,,91784,0.00%
,,,,,,91786,0.00%
,,,,,,91789,0.00%
,,,,,,91790,0.00%
,,,,,,91791,0.00%
,,,,,,91792,0.00%
,,,,,,91801,0.00%
,,,,,,91803,0.00%
,,,,,,91902,0.00%
,,,,,,91910,0.00%
,,,,,,91911,0.00%
,,,,,,91913,0.00%
,,,,,,91914,0.00%
,,,,,,91915,0.00%
,,,,,,91932,0.00%
,,,,,,91935,0.00%
,,,,,,91941,0.00%
,,,,,,91942,0.00%
,,,,,,91945,0.00%
,,,,,,91950,0.00%
,,,,,,91977,0.00%
,,,,,,91978,0.00%
,,,,,,92007,0.00%
,,,,,,92008,0.00%
,,,,,,92009,0.00%
,,,,,,92010,0.00%
,,,,,,92011,0.00%
,,,,,,92014,0.00%
,,,,,,92019,0.00%
,,,,,,92020,0.00%
,,,,,,92021,0.00%
,,,,,,92024,0.00%
,,,,,,92025,0.00%
,,,,,,92026,0.00%
,,,,,,92027,0.00%
,,,,,,92029,0.00%
,,,,,,92037,0.00%
,,,,,,92040,0.00%
,,,,,,92054,0.00%
,,,,,,92056,0.00%
,,,,,,92057,0.00%
,,,,,,92058,0.00%
,,,,,,92064,0.00%
,,,,,,92067,0.00%
,,,,,,92069,0.00%
,,,,,,92071,0.00%
,,,,,,92075,0.00%
,,,,,,92078,0.00%
,,,,,,92081,0.00%
,,,,,,92083,0.00%
,,,,,,92084,0.00%
,,,,,,92091,0.00%
,,,,,,92101,0.00%
,,,,,,92102,0.00%
,,,,,,92103,0.00%
,,,,,,92104,0.00%
,,,,,,92105,0.00%
,,,,,,92106,0.00%
,,,,,,92107,0.00%
,,,,,,92108,0.00%
,,,,,,92109,0.00%
,,,,,,92110,0.00%
,,,,,,92111,0.00%
,,,,,,92113,0.00%
,,,,,,92114,0.00%
,,,,,,92115,0.00%
,,,,,,92116,0.00%
,,,,,,92117,0.00%
,,,,,,92118,0.00%
,,,,,,92119,0.00%
,,,,,,92120,0.00%
,,,,,,92121,0.00%
,,,,,,92122,0.00%
,,,,,,92123,0.00%
,,,,,,92124,0.00%
,,,,,,92126,0.00%
,,,,,,92127,0.00%
,,,,,,92128,0.00%
,,,,,,92129,0.00%
,,,,,,92130,0.00%
,,,,,,92131,0.00%
,,,,,,92139,0.00%
,,,,,,92154,0.00%
,,,,,,92173,0.00%
,,,,,,92201,0.00%
,,,,,,92203,0.00%
,,,,,,92210,0.00%
,,,,,,92211,0.00%
,,,,,,92234,0.00%
,,,,,,92236,0.00%
,,,,,,92241,0.00%
,,,,,,92253,0.00%
,,,,,,92260,0.00%
,,,,,,92262,0.00%
,,,,,,92264,0.00%
,,,,,,92270,0.00%
,,,,,,92276,0.00%
,,,,,,92308,0.00%
,,,,,,92313,0.00%
,,,,,,92316,0.00%
,,,,,,92320,0.00%
,,,,,,92324,0.00%
,,,,,,92335,0.00%
,,,,,,92336,0.00%
,,,,,,92337,0.00%
,,,,,,92344,0.00%
,,,,,,92345,0.00%
,,,,,,92346,0.00%
,,,,,,92354,0.00%
,,,,,,92358,0.00%
,,,,,,92359,0.00%
,,,,,,92373,0.00%
,,,,,,92374,0.00%
,,,,,,92376,0.00%
,,,,,,92377,0.00%
,,,,,,92378,0.00%
,,,,,,92392,0.00%
,,,,,,92394,0.00%
,,,,,,92395,0.00%
,,,,,,92399,0.00%
,,,,,,92404,0.00%
,,,,,,92405,0.00%
,,,,,,92407,0.00%
,,,,,,92408,0.00%
,,,,,,92410,0.00%
,,,,,,92411,0.00%
,,,,,,92501,0.00%
,,,,,,92503,0.00%
,,,,,,92504,0.00%
,,,,,,92505,0.00%
,,,,,,92506,0.00%
,,,,,,92507,0.00%
,,,,,,92508,0.00%
,,,,,,92509,0.00%
,,,,,,92530,0.00%
,,,,,,92532,0.00%
,,,,,,92543,0.00%
,,,,,,92544,0.00%
,,,,,,92545,0.00%
,,,,,,92548,0.00%
,,,,,,92551,0.00%
,,,,,,92553,0.00%
,,,,,,92555,0.00%
,,,,,,92557,0.00%
,,,,,,92562,0.00%
,,,,,,92567,0.00%
,,,,,,92570,0.00%
,,,,,,92571,0.00%
,,,,,,92582,0.00%
,,,,,,92583,0.00%
,,,,,,92584,0.00%
,,,,,,92586,0.00%
,,,,,,92587,0.00%
,,,,,,92595,0.00%
,,,,,,92596,0.00%
,,,,,,92602,0.00%
,,,,,,92603,0.00%
,,,,,,92604,0.00%
,,,,,,92606,0.00%
,,,,,,92610,0.00%
,,,,,,92612,0.00%
,,,,,,92614,0.00%
,,,,,,92617,0.00%
,,,,,,92618,0.00%
,,,,,,92620,0.00%
,,,,,,92624,0.00%
,,,,,,92625,0.00%
,,,,,,92626,0.00%
,,,,,,92627,0.00%
,,,,,,92629,0.00%
,,,,,,92630,0.00%
,,,,,,92637,0.00%
,,,,,,92646,0.00%
,,,,,,92647,0.00%
,,,,,,92648,0.00%
,,,,,,92649,0.00%
,,,,,,92651,0.00%
,,,,,,92653,0.00%
,,,,,,92655,0.00%
,,,,,,92656,0.00%
,,,,,,92657,0.00%
,,,,,,92660,0.00%
,,,,,,92661,0.00%
,,,,,,92662,0.00%
,,,,,,92663,0.00%
,,,,,,92672,0.00%
,,,,,,92673,0.00%
,,,,,,92675,0.00%
,,,,,,92676,0.00%
,,,,,,92677,0.00%
,,,,,,92679,0.00%
,,,,,,92683,0.00%
,,,,,,92688,0.00%
,,,,,,92691,0.00%
,,,,,,92692,0.00%
,,,,,,92694,0.00%
,,,,,,92701,0.00%
,,,,,,92703,0.00%
,,,,,,92704,0.00%
,,,,,,92705,0.00%
,,,,,,92706,0.00%
,,,,,,92707,0.00%
,,,,,,92708,0.00%
,,,,,,92780,0.00%
,,,,,,92782,0.00%
,,,,,,92801,0.00%
,,,,,,92802,0.00%
,,,,,,92804,0.00%
,,,,,,92805,0.00%
,,,,,,92806,0.00%
,,,,,,92807,0.00%
,,,,,,92808,0.00%
,,,,,,92821,0.00%
,,,,,,92823,0.00%
,,,,,,92831,0.00%
,,,,,,92832,0.00%
,,,,,,92833,0.00%
,,,,,,92835,0.00%
,,,,,,92840,0.00%
,,,,,,92841,0.00%
,,,,,,92843,0.00%
,,,,,,92844,0.00%
,,,,,,92845,0.00%
,,,,,,92860,0.00%
,,,,,,92861,0.00%
,,,,,,92865,0.00%
,,,,,,92866,0.00%
,,,,,,92867,0.00%
,,,,,,92868,0.00%
,,,,,,92869,0.00%
,,,,,,92870,0.00%
,,,,,,92879,0.00%
,,,,,,92880,0.00%
,,,,,,92881,0.00%
,,,,,,92882,0.00%
,,,,,,92883,0.00%
,,,,,,92886,0.00%
,,,,,,92887,0.00%
,,,,,,93001,0.00%
,,,,,,93003,0.00%
,,,,,,93012,0.00%
,,,,,,93013,0.00%
,,,,,,93021,0.00%
,,,,,,93022,0.00%
,,,,,,93063,0.00%
,,,,,,93065,0.00%
,,,,,,93067,0.00%
,,,,,,93101,0.00%
,,,,,,93103,0.00%
,,,,,,93105,0.00%
,,,,,,93108,0.00%
,,,,,,93109,0.00%
,,,,,,93110,0.00%
,,,,,,93111,0.00%
,,,,,,93117,0.00%
,,,,,,93510,0.00%
,,,,,,93534,0.00%
,,,,,,93551,0.00%
,,,,,,93552,0.00%
,,,,,,94002,0.00%
,,,,,,94005,0.00%
,,,,,,94010,0.00%
,,,,,,94014,0.00%
,,,,,,94015,0.00%
,,,,,,94019,0.00%
,,,,,,94022,0.00%
,,,,,,94024,0.00%
,,,,,,94025,0.00%
,,,,,,94027,0.00%
,,,,,,94028,0.00%
,,,,,,94030,0.00%
,,,,,,94037,0.00%
,,,,,,94038,0.00%
,,,,,,94040,0.00%
,,,,,,94041,0.00%
,,,,,,94043,0.00%
,,,,,,94044,0.00%
,,,,,,94061,0.00%
,,,,,,94062,0.00%
,,,,,,94063,0.00%
,,,,,,94065,0.00%
,,,,,,94066,0.00%
,,,,,,94070,0.00%
,,,,,,94080,0.00%
,,,,,,94085,0.00%
,,,,,,94086,0.00%
,,,,,,94087,0.00%
,,,,,,94089,0.00%
,,,,,,94102,0.38%
,,,,,,94103,0.38%
,,,,,,94107,0.38%
,,,,,,94108,0.38%
,,,,,,94109,0.38%
,,,,,,94110,0.38%
,,,,,,94112,0.38%
,,,,,,94114,0.38%
,,,,,,94115,0.38%
,,,,,,94116,0.38%
,,,,,,94117,0.38%
,,,,,,94118,0.38%
,,,,,,94121,0.38%
,,,,,,94122,0.38%
,,,,,,94123,0.38%
,,,,,,94124,0.38%
,,,,,,94127,0.38%
,,,,,,94129,0.38%
,,,,,,94131,0.38%
,,,,,,94132,0.38%
,,,,,,94133,0.38%
,,,,,,94134,0.38%
,,,,,,94301,0.00%
,,,,,,94303,0.00%
,,,,,,94304,0.00%
,,,,,,94305,0.00%
,,,,,,94306,0.00%
,,,,,,94401,0.00%
,,,,,,94402,0.00%
,,,,,,94403,0.00%
,,,,,,94404,0.00%
,,,,,,94501,0.00%
,,,,,,94502,0.00%
,,,,,,94503,0.00%
,,,,,,94505,0.00%
,,,,,,94506,0.00%
,,,,,,94507,0.00%
,,,,,,94509,0.00%
,,,,,,94510,0.00%
,,,,,,94513,0.00%
,,,,,,94514,0.00%
,,,,,,94517,0.00%
,,,,,,94518,0.00%
,,,,,,94519,0.00%
,,,,,,94520,0.00%
,,,,,,94521,0.00%
,,,,,,94523,0.00%
,,,,,,94526,0.00%
,,,,,,94530,0.00%
,,,,,,94531,0.00%
,,,,,,94534,0.00%
,,,,,,94536,0.00%
,,,,,,94538,0.00%
,,,,,,94539,0.00%
,,,,,,94541,0.00%
,,,,,,94542,0.00%
,,,,,,94544,0.00%
,,,,,,94545,0.00%
,,,,,,94546,0.00%
,,,,,,94547,0.00%
,,,,,,94549,0.00%
,,,,,,94550,0.00%
,,,,,,94551,0.00%
,,,,,,94552,0.00%
,,,,,,94553,0.00%
,,,,,,94555,0.00%
,,,,,,94556,0.00%
,,,,,,94560,0.00%
,,,,,,94561,0.00%
,,,,,,94563,0.00%
,,,,,,94565,0.00%
,,,,,,94566,0.00%
,,,,,,94568,0.00%
,,,,,,94577,0.00%
,,,,,,94578,0.00%
,,,,,,94579,0.00%
,,,,,,94580,0.00%
,,,,,,94582,0.00%
,,,,,,94583,0.00%
,,,,,,94586,0.00%
,,,,,,94587,0.00%
,,,,,,94588,0.00%
,,,,,,94589,0.00%
,,,,,,94590,0.00%
,,,,,,94591,0.00%
,,,,,,94592,0.00%
,,,,,,94596,0.00%
,,,,,,94597,0.00%
,,,,,,94598,0.00%
,,,,,,94601,0.00%
